bn:03048648n	http://dbpedia.org/resource/Lismore,_New_South_Wales
bn:00024323n	http://dbpedia.org/resource/Cuisine
bn:13605963a	
bn:03354028n	http://dbpedia.org/resource/Guanacaste_Province
bn:00098883a	
bn:00044547n	
bn:00076282n	http://dbpedia.org/resource/Tea_party
bn:00008794n	http://dbpedia.org/resource/Infrastructure
bn:00033908n	http://dbpedia.org/resource/Federal_Emergency_Management_Agency
bn:00087203v	
bn:00032367n	
bn:00054602n	http://dbpedia.org/resource/Meteorite
bn:13605499n	
bn:00002488n	http://dbpedia.org/resource/Album
bn:00100133a	
bn:15931139n	
bn:00011973n	http://dbpedia.org/resource/Chemical_bond
bn:16391389n	
bn:00005794n	http://dbpedia.org/resource/Blazon
bn:01124944n	http://dbpedia.org/resource/Tumblr
bn:00082118v	
bn:00042904n	http://dbpedia.org/resource/Happening
bn:00046865n	http://dbpedia.org/resource/Insanity
bn:00075008n	http://dbpedia.org/resource/Suburb
bn:00096864a	
bn:03308429n	http://dbpedia.org/resource/Julia_Gillard
bn:00003142n	http://dbpedia.org/resource/Altitude
bn:00064752n	http://dbpedia.org/resource/Property_(philosophy)
bn:16393308n	
bn:00012401n	http://dbpedia.org/resource/Bouillon_(broth)
bn:00043089n	
bn:00203695n	http://dbpedia.org/resource/Vail,_Colorado
bn:02462184n	http://dbpedia.org/resource/Luan_Santana
bn:03310468n	http://dbpedia.org/resource/Time_and_Again_(novel)
bn:00068672n	http://dbpedia.org/resource/Second
bn:00024394n	http://dbpedia.org/resource/Cumulus_cloud
bn:00013640n	http://dbpedia.org/resource/Budget
bn:00008268n	http://dbpedia.org/resource/Banana
bn:00030627n	
bn:00678066n	http://dbpedia.org/resource/Crop_top
bn:00082416v	
bn:00063045n	
bn:00016015n	
bn:00053480n	http://dbpedia.org/resource/Merchandising
bn:00089241v	
bn:00110647a	
bn:00056068n	http://dbpedia.org/resource/Mountain
bn:00054983n	http://dbpedia.org/resource/Military_rank
bn:00007496n	
bn:04977762n	
bn:03158086n	http://dbpedia.org/resource/David_Cameron
bn:03571128n	http://dbpedia.org/resource/Lax,_Switzerland
bn:01924022n	http://dbpedia.org/resource/Stoneham,_Massachusetts
bn:00089309v	
bn:00009635n	
bn:02415221n	http://dbpedia.org/resource/Canvas_element
bn:00047005n	
bn:00035482n	http://dbpedia.org/resource/Flux_(biology)
bn:00032346n	
bn:00021370n	http://dbpedia.org/resource/Coordination_complex
bn:00087470v	
bn:02525699n	http://dbpedia.org/resource/Safe_(2012_film)
bn:00000572n	http://dbpedia.org/resource/Academy_of_Motion_Picture_Arts_and_Sciences
bn:00072539n	http://dbpedia.org/resource/Social_organization
bn:00106058a	
bn:00086933v	
bn:00070225n	
bn:00046961n	
bn:00011984n	http://dbpedia.org/resource/Slavery
bn:03334549n	http://dbpedia.org/resource/Offshore_outsourcing
bn:00072455n	http://dbpedia.org/resource/Snow
bn:00065612n	http://dbpedia.org/resource/Quartz
bn:00068689n	http://dbpedia.org/resource/Wheel_of_the_Year
bn:00034449n	http://dbpedia.org/resource/Filipino_language
bn:00109662a	
bn:03399148n	http://dbpedia.org/resource/Cancellation_(mail)
